,country,review_description,designation,points,price,winery,variety,region
38224,12,204,-1.0,88,1.0,5240,19.0,695
38225,19,173,-1.0,87,1.0,4646,1.0,1265
38226,12,206,2155.0,86,1.0,13934,7.0,174
38227,37,161,-1.0,84,1.0,14713,8.0,290
38228,19,227,3537.0,91,2.0,11051,12.0,1216
38229,12,177,9721.0,88,1.0,14476,22.0,11
38230,37,239,5404.0,90,1.0,8120,6.0,348
38231,19,240,7014.0,91,1.0,4291,1.0,1215
38232,37,174,15520.0,89,1.0,261,26.0,1358
38233,34,226,6297.0,88,1.0,14224,25.0,859
38234,37,343,6379.0,91,1.0,1478,1.0,1358
38235,19,213,15521.0,87,1.0,8798,12.0,1236
38236,0,201,-1.0,81,1.0,11591,4.0,754
38237,28,197,15522.0,88,1.0,1982,16.0,686
38238,37,175,-1.0,84,1.0,8801,21.0,337
38239,37,207,13103.0,87,1.0,7238,0.0,902
38240,14,289,15523.0,94,1.0,5936,22.0,777
38241,19,251,10011.0,87,1.0,13098,23.0,611
38242,37,343,8410.0,91,1.0,6770,7.0,399
38243,12,157,245.0,87,1.0,4181,11.0,85
38244,33,305,6854.0,90,1.0,10030,5.0,1065
38245,12,259,5139.0,88,1.0,3776,18.0,1000
38246,12,407,625.0,94,1.0,5162,22.0,11
38247,26,240,-1.0,85,1.0,6777,7.0,743
38248,12,256,1520.0,93,1.0,8434,0.0,126
38249,12,225,1995.0,89,1.0,3575,4.0,1145
38250,14,187,15524.0,88,1.0,7261,22.0,992
38251,19,231,15525.0,91,1.0,2048,2.0,941
38252,37,252,15526.0,89,1.0,6491,14.0,289
38253,37,298,38.0,90,1.0,1344,5.0,321
38254,19,227,15527.0,89,1.0,4654,1.0,1301
38255,26,300,-1.0,89,1.0,2362,7.0,488
38256,37,204,105.0,89,1.0,8663,13.0,289
38257,37,273,105.0,88,1.0,11820,7.0,348
38258,37,200,-1.0,88,1.0,6681,0.0,348
38259,37,380,1853.0,92,1.0,10344,8.0,1358
38260,12,248,15528.0,87,1.0,9304,0.0,195
38261,37,255,15529.0,87,1.0,10898,6.0,297
38262,19,329,15530.0,94,1.0,2038,2.0,939
38263,19,300,15531.0,90,1.0,992,1.0,1048
38264,37,178,15532.0,89,1.0,9680,19.0,342
38265,11,393,89.0,94,1.0,7417,0.0,549
38266,19,362,-1.0,90,1.0,13205,12.0,1216
38267,3,199,15533.0,94,1.0,1546,10.0,620
38268,28,167,15534.0,84,1.0,4841,16.0,686
38269,37,261,-1.0,88,1.0,9719,26.0,899
38270,12,206,15535.0,88,1.0,5896,22.0,11
38271,12,240,-1.0,86,1.0,8753,19.0,658
38272,34,268,127.0,83,1.0,4762,25.0,859
38273,3,464,15536.0,95,1.0,1546,22.0,620
38274,12,190,-1.0,88,1.0,4205,11.0,63
38275,12,145,15537.0,84,1.0,3303,11.0,58
38276,28,280,8757.0,88,1.0,7896,16.0,8
38277,14,257,15538.0,92,1.0,14459,22.0,777
38278,6,273,15539.0,87,1.0,10980,22.0,879
38279,34,240,15540.0,86,1.0,13898,25.0,679
38280,37,274,38.0,90,1.0,9683,7.0,805
38281,12,303,15541.0,90,1.0,1007,0.0,510
38282,12,187,2448.0,83,1.0,3869,3.0,59
38283,37,66,-1.0,81,1.0,8968,8.0,321
38284,37,395,-1.0,94,1.0,2359,15.0,321
38285,12,240,-1.0,86,1.0,3517,11.0,77
38286,0,238,145.0,86,1.0,6393,4.0,754
38287,0,246,15542.0,89,1.0,2329,4.0,759
38288,19,316,-1.0,90,1.0,6429,12.0,1219
38289,37,237,5582.0,88,1.0,10638,1.0,321
38290,0,280,15543.0,88,1.0,10605,4.0,754
38291,12,173,-1.0,83,1.0,2511,11.0,58
38292,37,138,-1.0,83,1.0,12646,21.0,244
38293,37,259,140.0,87,1.0,12931,0.0,290
38294,37,254,15544.0,87,1.0,10558,1.0,20
38295,0,268,14669.0,90,1.0,13202,4.0,751
38296,12,212,5.0,87,1.0,5397,22.0,11
38297,12,153,73.0,90,1.0,5215,0.0,126
38298,33,527,-1.0,90,1.0,72,14.0,513
38299,12,362,15545.0,94,3.0,12942,20.0,510
38300,37,260,14991.0,91,1.0,5964,6.0,267
38301,37,297,-1.0,89,1.0,11669,5.0,349
38302,12,395,15546.0,90,1.0,5949,7.0,510
38303,19,255,15547.0,89,1.0,8505,2.0,732
38304,37,340,15548.0,93,1.0,11932,7.0,399
38305,19,221,15549.0,89,1.0,488,23.0,721
38306,37,153,1471.0,86,1.0,7609,22.0,1358
38307,0,309,10313.0,91,2.0,14678,11.0,758
38308,12,289,15550.0,89,1.0,8434,0.0,126
38309,3,223,9078.0,92,1.0,7573,10.0,815
38310,12,158,-1.0,92,1.0,7505,9.0,49
38311,37,287,5867.0,90,1.0,2448,22.0,896
38312,12,230,15551.0,91,2.0,1409,0.0,175
38313,0,206,6723.0,83,1.0,1203,7.0,914
38314,37,187,5.0,90,1.0,13420,5.0,321
38315,37,166,-1.0,89,1.0,9022,13.0,1370
38316,26,147,1996.0,89,1.0,10312,8.0,743
38317,19,279,6795.0,92,1.0,10587,1.0,1060
38318,12,281,15552.0,94,1.0,7327,20.0,510
38319,7,194,5144.0,83,1.0,14212,7.0,524
38320,12,216,-1.0,93,1.0,2702,3.0,87
38321,37,207,1844.0,90,1.0,8573,7.0,377
38322,37,282,5279.0,92,1.0,10059,5.0,366
38323,28,237,15553.0,85,1.0,1982,16.0,686
38324,37,300,15554.0,93,1.0,4913,5.0,321
38325,7,203,15078.0,85,1.0,8646,0.0,421
38326,37,227,13487.0,88,1.0,8319,6.0,267
38327,37,263,15555.0,88,1.0,406,22.0,1356
38328,37,292,13630.0,93,1.0,1685,7.0,314
38329,37,355,-1.0,90,1.0,11999,7.0,377
38330,37,305,38.0,92,1.0,4704,13.0,885
38331,5,224,-1.0,89,1.0,2397,5.0,530
38332,37,180,1635.0,84,1.0,6910,0.0,399
38333,37,226,15556.0,86,1.0,13174,11.0,321
38334,37,155,-1.0,86,1.0,2417,15.0,1340
38335,12,281,-1.0,92,1.0,3378,11.0,96
38336,37,223,15557.0,88,1.0,199,1.0,1370
38337,12,223,15558.0,85,1.0,6013,21.0,58
38338,3,257,15559.0,91,1.0,12779,10.0,625
38339,0,329,15560.0,89,1.0,2028,4.0,755
38340,37,280,1480.0,91,1.0,8635,0.0,902
38341,37,228,15561.0,87,1.0,1689,13.0,360
38342,0,183,-1.0,86,1.0,13880,0.0,904
38343,37,252,3868.0,92,1.0,11193,5.0,321
38344,37,294,9555.0,88,1.0,13237,7.0,253
38345,12,265,-1.0,90,1.0,13548,22.0,11
38346,37,225,9.0,89,1.0,14567,0.0,887
38347,37,312,-1.0,91,1.0,12954,7.0,269
38348,19,234,-1.0,91,1.0,12085,21.0,1290
38349,28,239,145.0,91,1.0,1621,16.0,536
38350,37,210,15562.0,89,1.0,14467,0.0,321
38351,37,302,-1.0,89,1.0,9034,25.0,370
38352,34,327,-1.0,86,1.0,13793,25.0,860
38353,37,228,15563.0,85,1.0,3065,11.0,305
38354,19,226,7967.0,87,1.0,12632,14.0,1061
38355,37,171,15564.0,87,1.0,12863,6.0,280
38356,28,230,15565.0,86,1.0,1982,17.0,686
38357,37,276,15566.0,90,1.0,5964,6.0,267
38358,37,53,444.0,82,1.0,2298,7.0,269
38359,12,217,38.0,84,1.0,7906,7.0,570
38360,12,208,15567.0,92,1.0,3392,11.0,86
38361,37,285,13213.0,89,1.0,8257,1.0,1370
38362,19,305,7788.0,87,1.0,13095,1.0,1060
38363,19,202,15568.0,90,1.0,13081,0.0,611
38364,37,257,2058.0,90,1.0,9631,11.0,1358
38365,33,374,-1.0,90,1.0,10102,13.0,1183
38366,37,244,15569.0,85,1.0,12624,1.0,897
38367,34,324,15570.0,90,1.0,4519,14.0,868
38368,37,226,15571.0,92,1.0,6676,1.0,1358
38369,0,306,15572.0,84,1.0,9150,14.0,754
38370,37,239,6048.0,88,1.0,11185,0.0,378
38371,19,345,15573.0,92,1.0,1627,14.0,1060
38372,28,161,15574.0,85,1.0,1982,17.0,686
38373,37,149,105.0,82,1.0,13393,25.0,1361
38374,7,216,870.0,84,1.0,13771,8.0,746
38375,12,226,15575.0,89,1.0,7498,7.0,204
38376,19,288,1389.0,88,1.0,11789,1.0,1234
38377,37,319,15576.0,90,1.0,7876,7.0,348
38378,12,172,10071.0,89,1.0,13968,18.0,1017
38379,37,195,15577.0,88,1.0,8287,4.0,1365
38380,37,166,-1.0,84,1.0,8697,21.0,271
38381,12,129,15578.0,84,1.0,13934,0.0,177
38382,37,242,7873.0,89,2.0,13874,5.0,247
38383,19,222,12507.0,87,1.0,1640,2.0,939
38384,7,355,15579.0,85,1.0,4695,22.0,737
38385,19,218,15580.0,89,1.0,1641,23.0,721
38386,12,235,15581.0,88,1.0,2878,11.0,57
38387,19,189,10070.0,91,1.0,2118,1.0,1213
38388,18,284,15582.0,88,1.0,838,5.0,583
38389,37,243,15583.0,90,1.0,6932,11.0,321
38390,37,287,15584.0,85,1.0,10793,5.0,1369
38391,3,251,15585.0,91,1.0,12014,10.0,625
38392,7,242,7089.0,85,1.0,8646,5.0,987
38393,37,226,15586.0,89,1.0,10792,11.0,321
38394,14,265,15587.0,89,1.0,14369,22.0,992
38395,37,281,15588.0,91,1.0,8635,7.0,902
38396,37,260,15589.0,90,1.0,9676,18.0,1370
38397,19,228,15590.0,86,1.0,8474,12.0,1216
38398,37,238,3239.0,89,1.0,7556,5.0,332
38399,34,139,910.0,84,1.0,10110,0.0,504
38400,37,201,15591.0,90,1.0,6717,5.0,1365
38401,12,244,-1.0,90,1.0,9092,7.0,171
38402,12,296,15592.0,88,1.0,2367,20.0,510
38403,0,254,-1.0,83,1.0,6554,4.0,754
38404,37,166,105.0,87,1.0,11944,21.0,349
38405,37,361,15593.0,89,1.0,9671,11.0,811
38406,19,283,15594.0,90,1.0,10910,2.0,939
38407,19,292,125.0,90,1.0,11786,12.0,1219
38408,3,223,8858.0,94,1.0,12014,10.0,625
38409,34,229,1763.0,86,1.0,6943,1.0,429
38410,37,266,15595.0,93,1.0,1006,7.0,348
38411,37,226,-1.0,88,1.0,10028,8.0,304
38412,37,292,15596.0,89,1.0,562,18.0,361
38413,3,271,-1.0,88,1.0,14359,10.0,815
38414,37,302,15597.0,92,1.0,8128,0.0,367
38415,28,210,15598.0,88,1.0,2237,16.0,536
38416,37,236,6416.0,87,1.0,10783,7.0,348
38417,37,177,15599.0,91,2.0,10385,5.0,1365
38418,0,270,15600.0,87,1.0,1222,1.0,754
38419,37,225,15601.0,92,1.0,8243,7.0,237
38420,12,196,15602.0,92,1.0,10942,0.0,510
38421,12,263,-1.0,95,1.0,3411,3.0,87
38422,0,252,250.0,88,1.0,14203,4.0,754
38423,34,235,15419.0,86,1.0,8155,23.0,426
38424,19,186,-1.0,83,1.0,8559,24.0,1307
38425,19,215,15603.0,88,1.0,8972,1.0,1219
38426,26,248,-1.0,89,1.0,7681,8.0,743
38427,12,286,2428.0,93,1.0,3997,9.0,46
38428,37,307,15604.0,92,2.0,7130,5.0,335
38429,37,260,2900.0,92,1.0,9226,7.0,377
38430,12,233,15605.0,85,1.0,1155,19.0,658
38431,37,281,15606.0,90,1.0,9999,5.0,398
38432,0,113,-1.0,86,1.0,13880,0.0,904
38433,12,165,11064.0,88,1.0,3681,3.0,1141
38434,12,286,15607.0,93,1.0,1409,7.0,207
38435,37,273,6442.0,94,1.0,1058,13.0,1370
38436,37,360,-1.0,88,1.0,7268,5.0,335
38437,37,183,11099.0,87,1.0,14456,7.0,902
38438,7,152,5609.0,84,1.0,4540,0.0,421
38439,37,354,15608.0,89,1.0,2498,1.0,337
38440,19,255,345.0,88,1.0,6414,1.0,1219
38441,28,260,-1.0,90,1.0,9955,16.0,7
38442,26,247,8910.0,87,1.0,7043,7.0,743
38443,37,176,14658.0,86,1.0,4930,1.0,885
38444,3,327,-1.0,91,1.0,13019,7.0,1344
38445,37,399,-1.0,90,1.0,11782,5.0,411
38446,3,351,13193.0,93,1.0,5867,22.0,1344
38447,37,133,-1.0,88,1.0,10330,22.0,1358
38448,37,296,-1.0,93,1.0,14727,4.0,1358
38449,2,248,-1.0,85,1.0,7591,7.0,1071
38450,37,274,-1.0,89,1.0,12366,27.0,805
38451,34,174,553.0,85,1.0,5857,25.0,504
38452,34,244,15609.0,83,1.0,7887,25.0,860
38453,37,243,-1.0,89,1.0,2427,0.0,1358
38454,19,201,125.0,87,1.0,1785,1.0,1130
38455,37,180,-1.0,88,1.0,7158,5.0,321
38456,19,201,15610.0,89,1.0,6695,12.0,1256
38457,12,248,868.0,91,1.0,9098,0.0,510
38458,37,281,6350.0,90,1.0,9974,13.0,267
38459,37,393,-1.0,94,1.0,9747,7.0,377
38460,37,298,38.0,92,1.0,1466,5.0,253
38461,37,193,2696.0,87,1.0,1447,13.0,361
38462,37,286,1054.0,92,1.0,13237,0.0,256
38463,37,349,8176.0,93,1.0,13237,0.0,244
38464,37,254,-1.0,88,1.0,7870,0.0,290
38465,0,230,3580.0,86,1.0,11564,0.0,754
38466,37,329,2801.0,91,1.0,7265,7.0,348
38467,12,257,5636.0,87,1.0,6894,20.0,510
38468,12,143,15611.0,84,1.0,9399,23.0,568
38469,19,287,10732.0,94,1.0,6501,2.0,945
38470,34,339,-1.0,89,1.0,6508,1.0,432
38471,37,258,15612.0,91,1.0,12412,23.0,234
38472,37,169,-1.0,87,1.0,12602,7.0,378
38473,3,241,2980.0,92,1.0,12175,22.0,815
38474,37,174,-1.0,86,1.0,8295,1.0,244
38475,37,136,-1.0,83,1.0,7596,8.0,305
38476,37,357,15613.0,87,1.0,7899,13.0,897
38477,12,411,7134.0,90,1.0,8689,13.0,666
38478,12,194,15614.0,85,1.0,3241,1.0,1156
38479,7,151,-1.0,82,1.0,9825,19.0,524
38480,19,278,15615.0,92,1.0,12833,2.0,941
38481,37,150,-1.0,85,1.0,10865,6.0,267
38482,37,355,8229.0,91,1.0,315,13.0,337
38483,0,240,12955.0,88,1.0,12415,4.0,760
38484,37,108,-1.0,88,1.0,7967,21.0,1358
38485,12,241,-1.0,92,1.0,3774,11.0,81
38486,3,284,6562.0,94,1.0,6317,22.0,1344
38487,19,156,-1.0,85,1.0,8988,12.0,1242
38488,37,250,7037.0,91,1.0,9824,0.0,348
38489,37,162,7206.0,87,1.0,8231,5.0,335
38490,37,285,2175.0,91,1.0,9522,0.0,276
38491,12,207,-1.0,85,1.0,3563,19.0,977
38492,2,254,2225.0,91,1.0,10801,5.0,1081
38493,37,155,15616.0,87,1.0,11517,22.0,1358
38494,37,297,15617.0,88,1.0,9781,5.0,290
38495,19,272,-1.0,86,1.0,14004,1.0,1266
38496,37,140,-1.0,86,1.0,1428,5.0,230
38497,37,179,-1.0,83,1.0,681,5.0,344
38498,37,329,1014.0,88,2.0,7971,11.0,321
38499,28,255,15618.0,86,1.0,4841,17.0,551
38500,0,242,4188.0,86,1.0,5329,21.0,758
38501,19,130,15619.0,87,1.0,7024,2.0,941
38502,37,235,-1.0,88,1.0,12475,26.0,359
38503,37,372,-1.0,87,1.0,4517,27.0,1358
38504,12,237,-1.0,88,1.0,8956,1.0,1156
38505,34,207,15620.0,89,1.0,313,23.0,426
38506,12,329,15621.0,89,1.0,1524,19.0,1014
38507,37,188,-1.0,80,1.0,7960,21.0,1360
38508,12,238,1785.0,91,1.0,3768,19.0,977
38509,12,217,-1.0,89,1.0,2956,11.0,84
38510,14,289,15622.0,91,1.0,852,22.0,991
38511,37,327,-1.0,89,1.0,12235,14.0,253
38512,37,319,15623.0,92,1.0,12142,7.0,377
38513,12,201,-1.0,85,1.0,3797,11.0,58
38514,34,218,-1.0,86,1.0,8664,19.0,850
38515,12,217,15624.0,86,1.0,10137,19.0,565
38516,3,275,-1.0,91,1.0,9468,10.0,419
38517,37,220,4998.0,87,1.0,8263,22.0,805
38518,19,299,248.0,92,1.0,2143,2.0,939
38519,29,115,2318.0,86,1.0,4710,8.0,1024
38520,3,197,15625.0,89,1.0,12748,22.0,815
38521,37,219,-1.0,87,1.0,8096,13.0,370
38522,37,183,1950.0,85,1.0,11551,1.0,332
38523,12,198,15626.0,93,1.0,3313,11.0,81
38524,19,319,-1.0,90,2.0,6782,12.0,1216
38525,37,275,-1.0,91,1.0,9748,7.0,250
38526,12,276,2428.0,94,1.0,5829,9.0,46
38527,12,179,15627.0,82,1.0,13947,9.0,34
38528,12,179,-1.0,89,1.0,3136,11.0,85
38529,37,221,-1.0,91,1.0,8225,21.0,321
38530,37,337,867.0,93,1.0,1908,13.0,367
38531,37,236,15628.0,91,1.0,1778,21.0,1358
38532,37,214,-1.0,89,1.0,10395,25.0,289
38533,18,252,9532.0,88,1.0,7341,21.0,607
38534,19,118,-1.0,87,1.0,6908,24.0,840
38535,37,184,415.0,88,1.0,8619,22.0,805
38536,37,301,15629.0,90,1.0,12245,7.0,234
38537,37,189,-1.0,88,1.0,13043,8.0,1358
38538,12,289,4520.0,86,1.0,3577,11.0,58
38539,37,189,-1.0,84,1.0,9612,13.0,268
38540,3,162,15630.0,92,1.0,9471,22.0,1207
38541,12,195,397.0,88,1.0,8934,0.0,510
38542,19,216,15631.0,88,1.0,11789,1.0,1234
38543,7,245,54.0,88,1.0,4540,8.0,683
38544,37,183,4067.0,89,1.0,641,0.0,1356
38545,37,163,-1.0,87,1.0,1773,19.0,378
38546,12,173,15632.0,87,1.0,2343,0.0,510
38547,37,182,-1.0,88,1.0,14389,7.0,377
38548,37,240,105.0,88,1.0,4920,22.0,902
38549,7,272,740.0,82,1.0,12962,8.0,685
38550,37,311,8094.0,91,1.0,10603,1.0,361
38551,12,269,15633.0,90,1.0,676,0.0,132
38552,12,161,4130.0,90,1.0,3620,3.0,98
38553,19,206,125.0,82,1.0,11249,12.0,1219
38554,12,220,-1.0,88,1.0,2558,19.0,975
38555,37,175,-1.0,90,1.0,4694,5.0,321
38556,37,220,6465.0,88,1.0,9787,0.0,383
38557,37,416,10291.0,93,1.0,97,7.0,886
38558,12,248,-1.0,88,1.0,3929,7.0,204
38559,37,202,-1.0,89,1.0,10443,7.0,332
38560,37,208,4255.0,85,1.0,7369,13.0,267
38561,33,260,-1.0,86,1.0,12651,8.0,531
38562,2,187,14920.0,88,1.0,14527,14.0,1070
38563,37,281,-1.0,84,1.0,9601,7.0,348
38564,37,162,15634.0,87,1.0,12601,8.0,348
38565,19,328,-1.0,94,1.0,14648,1.0,1266
38566,37,273,7548.0,88,1.0,13786,0.0,885
38567,37,193,15635.0,88,1.0,8319,0.0,377
38568,3,251,8285.0,90,1.0,7602,22.0,620
38569,37,216,-1.0,87,1.0,12395,7.0,378
38570,12,197,8124.0,88,1.0,6996,9.0,44
38571,37,220,105.0,85,1.0,1492,13.0,370
38572,28,266,15636.0,92,1.0,2015,16.0,1192
38573,37,312,15637.0,90,1.0,2427,14.0,1360
38574,37,234,-1.0,86,1.0,834,19.0,244
38575,37,201,15638.0,89,1.0,682,5.0,1365
38576,19,243,15639.0,89,1.0,6385,1.0,1266
38577,37,311,-1.0,90,1.0,658,8.0,321
38578,12,151,15640.0,88,1.0,4053,4.0,1145
38579,37,200,-1.0,87,1.0,2169,6.0,298
38580,7,267,-1.0,86,1.0,4695,5.0,737
38581,37,201,105.0,87,1.0,7787,26.0,902
38582,37,275,15641.0,90,1.0,7407,25.0,404
38583,7,255,4922.0,86,1.0,5826,5.0,516
38584,12,168,6985.0,87,1.0,5450,7.0,153
38585,37,283,-1.0,90,1.0,1628,5.0,244
38586,37,223,870.0,87,1.0,12366,26.0,805
38587,37,273,12994.0,90,1.0,10594,7.0,361
38588,37,242,15642.0,86,1.0,7598,5.0,280
38589,37,267,15643.0,88,1.0,1899,13.0,370
38590,3,213,15644.0,94,1.0,7010,22.0,625
38591,37,264,15645.0,96,2.0,12701,5.0,321
38592,6,221,-1.0,90,1.0,13407,26.0,105
38593,19,194,15646.0,87,1.0,771,14.0,1060
38594,12,339,15647.0,93,1.0,10727,27.0,11
38595,12,192,15648.0,89,1.0,8894,19.0,1014
38596,37,361,-1.0,92,1.0,12954,7.0,269
38597,37,179,15649.0,90,1.0,12819,13.0,1360
38598,37,221,105.0,86,1.0,6691,25.0,897
38599,37,98,-1.0,83,1.0,10045,7.0,388
38600,34,292,15650.0,85,1.0,9556,14.0,432
38601,14,247,10204.0,88,1.0,8843,22.0,777
38602,28,304,15651.0,92,1.0,14519,16.0,933
38603,37,318,5779.0,94,1.0,1685,7.0,314
38604,37,293,-1.0,91,1.0,2359,0.0,321
38605,19,228,-1.0,86,1.0,7845,2.0,947
38606,37,165,15652.0,90,1.0,7919,21.0,321
38607,37,313,-1.0,94,1.0,6477,5.0,1358
38608,0,223,-1.0,84,1.0,12044,0.0,905
38609,19,194,15653.0,85,1.0,1548,14.0,1247
38610,37,141,15654.0,86,1.0,532,1.0,244
38611,37,280,-1.0,88,1.0,9821,0.0,339
38612,12,289,-1.0,89,1.0,3417,11.0,77
38613,12,155,-1.0,85,1.0,10727,26.0,11
38614,37,208,15655.0,90,1.0,9613,14.0,896
38615,3,208,15656.0,88,1.0,8694,10.0,815
38616,3,242,15657.0,92,1.0,14402,10.0,620
38617,19,233,125.0,91,1.0,10626,1.0,1219
38618,37,117,-1.0,86,1.0,12959,0.0,1358
38619,19,239,14472.0,86,1.0,7933,14.0,1247
38620,37,369,3584.0,93,1.0,9608,0.0,378
38621,12,168,15658.0,87,1.0,5751,0.0,208
38622,37,256,-1.0,90,1.0,13711,0.0,313
38623,0,323,15659.0,85,1.0,2201,23.0,754
38624,37,198,-1.0,86,1.0,11241,8.0,321
38625,0,254,346.0,88,1.0,1218,5.0,913
38626,37,205,3167.0,85,1.0,8352,1.0,897
38627,26,432,15660.0,87,1.0,7929,8.0,743
38628,37,350,15661.0,89,1.0,14333,11.0,1369
38629,37,283,15662.0,88,1.0,10784,1.0,811
38630,37,116,546.0,87,1.0,13803,6.0,290
38631,3,285,719.0,93,1.0,12175,22.0,620
38632,37,246,15663.0,89,1.0,9052,1.0,404
38633,37,167,-1.0,86,1.0,14326,22.0,1369
38634,19,316,15664.0,88,1.0,10229,2.0,732
38635,12,158,885.0,88,1.0,5598,9.0,45
38636,3,336,5655.0,93,1.0,12499,8.0,1188
38637,37,252,15665.0,87,1.0,12959,1.0,1358
38638,28,303,12837.0,94,1.0,2032,16.0,536
38639,37,338,5386.0,93,1.0,12475,13.0,359
38640,2,226,-1.0,88,1.0,7468,0.0,1082
38641,12,277,8595.0,90,1.0,74,20.0,510
38642,37,281,15666.0,86,1.0,13174,11.0,321
38643,5,224,-1.0,84,1.0,12995,0.0,109
38644,37,221,38.0,88,1.0,5934,27.0,805
38645,37,258,11077.0,84,1.0,2292,7.0,321
38646,12,363,15667.0,90,1.0,209,18.0,1005
38647,12,209,-1.0,85,1.0,5618,18.0,637
38648,28,230,9702.0,88,1.0,6251,16.0,7
38649,37,251,106.0,86,1.0,9127,22.0,805
38650,37,197,-1.0,87,1.0,616,0.0,378
38651,37,337,-1.0,92,1.0,11185,15.0,378
38652,12,151,-1.0,89,1.0,4525,19.0,975
38653,7,277,145.0,86,1.0,12093,5.0,516
38654,12,259,15668.0,84,1.0,8298,8.0,570
38655,28,189,8865.0,83,1.0,139,16.0,686
38656,19,237,-1.0,84,1.0,127,1.0,468
38657,37,267,15669.0,88,1.0,13556,12.0,1370
38658,19,326,15670.0,90,1.0,811,1.0,1247
38659,2,149,15671.0,86,1.0,14395,23.0,29
38660,37,276,343.0,92,1.0,8240,7.0,399
38661,12,149,-1.0,89,1.0,222,0.0,208
38662,37,226,112.0,85,1.0,11806,6.0,321
38663,28,190,15672.0,90,1.0,135,16.0,8
38664,12,448,8647.0,95,1.0,5415,26.0,11
38665,0,247,145.0,84,1.0,10282,5.0,754
38666,37,227,-1.0,88,1.0,13331,0.0,805
38667,7,256,6256.0,86,1.0,9825,8.0,506
38668,37,228,15673.0,91,3.0,6800,5.0,349
38669,0,364,15674.0,94,1.0,319,4.0,754
38670,19,271,15675.0,86,1.0,823,12.0,485
38671,12,235,-1.0,86,1.0,5791,4.0,1145
38672,12,304,99.0,89,1.0,5510,23.0,12
38673,19,271,15676.0,86,1.0,13196,13.0,1247
38674,37,240,4296.0,87,1.0,1492,1.0,253
38675,37,244,546.0,90,1.0,14664,6.0,290
38676,37,238,2759.0,83,1.0,5913,11.0,1340
38677,14,295,15677.0,88,1.0,6632,22.0,935
38678,12,185,15342.0,88,1.0,5148,0.0,218
38679,12,198,2448.0,89,1.0,2210,26.0,11
38680,37,488,-1.0,97,3.0,677,5.0,238
38681,0,228,8402.0,85,1.0,1205,4.0,754
38682,37,256,-1.0,89,1.0,5934,27.0,805
38683,37,165,363.0,88,1.0,8679,6.0,267
38684,37,140,15678.0,85,1.0,6770,18.0,370
38685,12,217,7978.0,90,1.0,5459,8.0,710
38686,28,161,145.0,87,1.0,1964,13.0,933
38687,0,294,-1.0,89,1.0,4273,4.0,754
38688,37,267,-1.0,89,1.0,12381,19.0,811
38689,18,374,15679.0,88,1.0,14671,1.0,584
38690,37,252,15680.0,90,1.0,9473,27.0,259
38691,19,202,15681.0,86,1.0,9594,1.0,1239
38692,2,232,-1.0,87,1.0,12939,5.0,1321
38693,37,227,-1.0,87,1.0,10853,6.0,267
38694,7,181,272.0,85,1.0,14246,21.0,746
38695,37,228,-1.0,89,1.0,8396,13.0,1358
38696,37,371,15682.0,95,1.0,5893,7.0,234
38697,37,275,-1.0,90,1.0,199,11.0,1370
38698,37,318,15683.0,94,1.0,12245,7.0,234
38699,37,208,3472.0,90,1.0,10318,21.0,290
38700,37,345,15684.0,93,1.0,751,0.0,399
38701,37,154,15685.0,86,1.0,12976,1.0,372
38702,7,203,237.0,81,1.0,6163,4.0,987
38703,19,240,15686.0,87,1.0,580,1.0,485
38704,2,107,15687.0,83,1.0,8176,5.0,29
38705,12,252,15688.0,93,1.0,7492,8.0,710
38706,37,160,-1.0,89,1.0,2427,5.0,1358
38707,12,279,15689.0,84,1.0,5200,1.0,1148
38708,28,176,9304.0,87,1.0,1980,19.0,540
38709,7,235,-1.0,85,1.0,548,7.0,2
38710,34,220,486.0,91,1.0,12604,25.0,860
38711,12,184,18.0,93,1.0,2901,11.0,81
38712,37,366,-1.0,88,1.0,4893,19.0,337
38713,26,257,105.0,86,1.0,10109,7.0,744
38714,37,304,15690.0,90,1.0,11820,5.0,230
38715,12,185,-1.0,87,1.0,5552,19.0,975
38716,12,170,15691.0,85,1.0,14137,1.0,570
38717,2,434,5976.0,95,1.0,7456,1.0,1086
38718,12,415,9999.0,95,1.0,2217,22.0,11
38719,12,203,15692.0,86,1.0,281,19.0,695
38720,12,251,15693.0,85,1.0,1703,19.0,658
38721,37,176,15694.0,86,1.0,9624,7.0,348
38722,19,206,-1.0,88,1.0,7779,12.0,1242
38723,37,328,-1.0,90,1.0,12555,26.0,902
38724,26,283,-1.0,91,1.0,7247,7.0,743
38725,3,271,-1.0,90,1.0,14431,14.0,1383
38726,3,189,15695.0,90,1.0,12779,10.0,815
38727,0,253,15696.0,89,1.0,5923,4.0,754
38728,37,223,8317.0,85,1.0,8083,7.0,348
38729,37,325,15697.0,85,1.0,11729,26.0,890
38730,12,161,15698.0,82,1.0,9922,5.0,666
38731,19,328,41.0,93,2.0,10630,2.0,941
38732,14,211,15699.0,89,1.0,12208,7.0,992
38733,12,292,5.0,88,1.0,5640,19.0,971
38734,7,229,15700.0,86,1.0,1229,5.0,987
38735,37,338,6555.0,92,2.0,616,5.0,388
38736,37,313,15701.0,93,1.0,6770,13.0,252
38737,37,400,5368.0,94,1.0,8161,13.0,1368
38738,37,259,15702.0,87,1.0,2334,7.0,369
38739,37,204,-1.0,88,1.0,12395,7.0,886
38740,12,201,-1.0,87,1.0,3001,3.0,76
